pathway,pval,padj,log2err,ES,NES,size,leadingEdge,signature,source
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,0.5895368072787428,0.8687618019962234,0.02284842019333119,0.30321289985919003,0.9084204543364974,17,HNRNPU|XRN1|POT1,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.777940560904144,0.9308006874888876,0.01875921666766723,0.24533761201680143,0.798797491212151,23,HNRNPU|XRN1|POT1|TERF1|TNKS,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING,0.27587563951200317,0.7438497850533401,0.03573477850905551,-0.46219269587811657,-1.1657920463522808,10,CSK|GPR137|UBASH3B|BCR|YPEL4,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.5837218337218337,0.8671254779532218,0.022014178079948748,-0.33947524954118813,-0.9066556665884267,12,SARM1|LGR4|YWHAE|LRRC14|NFKBIL1|RNF115,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,0.6289260861388001,0.8840927369751225,0.020356461783895673,-0.24405396830727977,-0.9027176421445187,41,TBC1D7|STK11|NLK|VHL|SZT2|NPC1|TSC2|PRKAA1|ITFG2|TSC1|USP7|PRKAA2|PRKACA|WDR24|CASTOR2,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,0.9384220654265555,0.9855386705279973,0.016314150340530336,0.17784865605799044,0.7228761195145915,59,UBR2|SESN3|ATM|ATXN3,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,0.6122525214792678,0.8769220571154023,0.020662072681240172,-0.22371817568791763,-0.9202511618928303,67,DUSP7|HEG1|THY1|CHP1|USP44|SRCIN1|XRCC1|LATS1|RPS7,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.4665915915915916,0.8272272065624666,0.025085414802794505,-0.24303861158380027,-0.9893199450372424,64,SPRED3|SNX25|STUB1|SAP30L|SMURF1|LTBP1|PMEPA1|STRAP|SPRED2|SAP30|ADAM17|SNX6|FAM89B|SPRY2|PIN1|HSPA5|TET1|SPRED1|GLG1|MTMR4,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSLATION,0.5660994764397905,0.8596609122381657,0.024374105952055598,0.20861584477633782,0.9496691206905982,107,FXR1|XRN1|DHFR|C8orf88|BTG2|PAIP2B|CNOT9|MAP3K20|SERBP1|PRKCH|TNRC6B|TNRC6C|RIDA|QKI|EIF2AK2|NMNAT2|TRIM71|SRP9|FMR1|SYNCRIP|EIF2AK3|CNOT1|LSM14A,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,0.6636910537550941,0.8943985020661156,0.020013743107807846,-0.27636898869466997,-0.8644286258505678,21,AGO2|RBM4|RPL13A|EIF4E2|ATF4|PAIP2,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.3613678373382625,0.7798435141469534,0.029270884953179605,-0.23995028553931397,-1.0469452315810905,94,SPRED3|CHRD|SNX25|STUB1|NBL1|SAP30L|SMURF1|LTBP1|PMEPA1|STRAP|SPRED2|SAP30|SORL1|ADAM17|LRP1|SNX6|FAM89B|NCLN|GREM2|FSTL3|SPRY2|PIN1|HSPA5|TET1|SPRED1|GPR155|HIPK2|GLG1|MTMR4|VWC2,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.27177177177177175,0.7426043564569224,0.03506821185905141,-0.27219844638815743,-1.1080188051810953,64,RGS4|PPP3CB|MCUB|CBARP|STK39|GNB5|ISCU|CALM3|OAZ2|KCNH2|FKBP1B|VDAC1|WWP2|FABP5|AKT2|RGS2|PRKCE|CTTNBP2NL|YWHAE,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,0.04587318455543748,0.48676965687244284,0.08856399378587741,-0.2472228103777413,-1.2477914741719978,259,OS9|SCAMP5|ABCC8|SREBF2|RGS4|PPP3CB|NMU|DYSF|PLA2R1|ABCA7|PRKG2|CHP1|VSNL1|CORO1A|OPRM1|SREBF1|CSK|ANXA2|KLF7|EI24|MCUB|CRHBP|CBARP|EGF|STK39|SERGEF|GNB5|CDK5|ISCU|CALM3|RUBCN|BCR|ABCA2|CHGA|UBE2G2|FFAR4|PARK7|ANKRD13D|UCN|OAZ2|KCNH2|FIS1|PACSIN1|PTPN11|FKBP1B|GPM6B|SIRT4|VDAC1|ANKRD27|RIN3|WWP2|ATF4|FABP5|INHA|WNK3|AKT2|ERBB3|SYT11|TBC1D4|PNKD|RACK1|GABBR1|RGS2|PRKCE|NEU3,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,0.4386372435152923,0.8141674882088606,0.026657032601263855,-0.3408364832804298,-1.0082133299623866,17,CBARP|STK39|GNB5|CALM3|WWP2|CTTNBP2NL,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,0.7645107794361525,0.9262540445419971,0.018876243022241404,0.2618446694848608,0.7966628000428675,18,ZNF675|TAX1BP1|TANK|NAIP|NOL3,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.9072342050009544,0.9753789875498494,0.015160011506126642,-0.20951199189520905,-0.6870661055717324,25,IGF1|HSF1|GAS6|SYT11|CHRNA7|AKAP8|NFKBIL1|HAVCR2|CX3CL1|ARG2|GSTP1|ILRUN|CACTIN,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION,0.242274412855377,0.7264391713119811,0.03952844293162763,0.4391487515017568,1.1955159358872436,12,HMGB1|PRNP|TNFSF4,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,0.04801710730948678,0.49465534537460576,0.09074992825317248,-0.5460397856323125,-1.5221211350457684,14,SAMHD1|ISG15|MUL1|EIF4E2,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.18010550113036924,0.6934007966411885,0.04438667362744282,-0.35820689906345043,-1.2297150327105897,30,CUL3|KLHL22|KAT8|UFD1|PTPRS|RBX1|NPLOC4|ITCH|PTPN11,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,0.17473435655253838,0.686677236458145,0.046228538219557885,-0.509477106070541,-1.2850578629919356,10,ST3GAL1|PRKCQ,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION,0.10867315255640654,0.6105379775884799,0.06132017593335259,0.43520214918255573,1.3452106704633917,19,HMGB1|SHH|RC3H1|TNFSF4|SMAD7|CBFB|ZC3H8|GLI3|BCL6,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,0.6527007599096324,0.8908101813549956,0.02114017535237228,0.31993703091383124,0.8483042899519996,11,KLRD1|SMAD7|UFL1|CD274|MAPK3,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION,0.1354344122657581,0.6477404587238886,0.05538086661730362,0.37607174470330196,1.2842323032282692,28,SHH|PRNP|RC3H1|TWSG1|CEBPB|PAWR|CBLB,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.4924506387921022,0.8320762236253753,0.02470187266967142,-0.3277855456652445,-0.9696079284939315,17,THY1|CSK|DGKZ|DUSP22|PTPRJ,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.196351325935678,0.7024980918409858,0.04226673721698049,-0.3127434493252493,-1.1834782236114822,45,PHF20L1|DDRGK1|GIPC1|PSEN1|TLK2|NOP53|UBXN1|RPS7|PARK7|CCAR2,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.4779563246806757,0.8291443558485851,0.02625278438302249,0.33765079220249883,0.9771411512054656,15,PTEN|PRKG1|SOD2|PPARG|TPM1|PDCD4,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY,0.7298803136607511,0.9160101214455394,0.019504172189833687,0.28641794797298775,0.796527075701828,13,APOE|AKAP12|FERMT2|ARHGAP35|SLIT2,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,0.5591821421872069,0.8583595844506571,0.02214051262653225,-0.23696954713628926,-0.9395812835083527,56,ABCC8|SLC12A2|DAB2IP|TAFA5|ADGRB1|PTPRM|VASH1|ADGRB2|STARD13|SPRY2|FOXJ2|RELA|SPRED1|ADAMTS9|ROCK2,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,0.5820741047402194,0.8660791641059699,0.0230690057152936,0.29532530535250967,0.9128510802721455,19,ZC3HAV1|PLSCR1|EIF2AK2|SRPK1|IFIT5|ZNFX1,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,0.46499367355546184,0.8258414197045196,0.027129671852813186,0.2778388091428421,0.9923756935607269,33,TRIM14|ZC3HAV1|PLSCR1|EIF2AK2|SRPK1|IFIT5|ZNFX1|UBP1|TRIM28|TRIM32|N4BP1|TRIM13|RSAD2|MID2|TRIM11|TRIM27|INPP5K,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,0.32450195111932634,0.7653393402260725,0.033310848237735224,0.41989490245162203,1.1133398533495251,11,TRIM14|UBP1|TRIM32|TRIM13|MID2|TRIM11|TRIM27,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.3168243368577258,0.760621338056956,0.03179355936419763,-0.24301231999341458,-1.0685634579105194,99,WWOX|PFDN5|TLE2|DAB2IP|APC2|NPHP4|CTNNBIP1|STK4|AMFR|STK11|LATS1|NLK|ANKRD6|DACT3|LRP4|AXIN1|TLE1|LRP1|RBX1,intermediate,C5:GO:BP
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING,0.4351975567856461,0.8122834012484863,0.026550986100636158,-0.3095521896733633,-1.015134339119151,25,SLC12A2|TAFA5|ANXA2|ADAMTS18|UBASH3B,intermediate,C5:GO:BP
GOBP_NEPHRON_DEVELOPMENT,0.631539750512009,0.8846611579414375,0.020138895334878754,-0.2165658843537992,-0.9109583555282413,76,PROM1|PKD1|AHI1|CTNNBIP1|NOTCH2|TMEM59L|EXT1|LGR4|PLCE1|FGF1|AMPD2|KIF26B,intermediate,C5:GO:BP
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,0.34978338670182707,0.7760671743030433,0.030215868458767874,-0.269831119708052,-1.0590397358852057,54,PROM1|PKD1|AHI1|CTNNBIP1|NOTCH2|TMEM59L|EXT1|LGR4|FGF1|AMPD2|KIF26B,intermediate,C5:GO:BP
GOBP_NERVE_DEVELOPMENT,0.4148455162019593,0.8057304800831144,0.027153373433666566,-0.2610708901099922,-1.021168446805765,53,NAV2|AFG3L2|LPAR1|KCNQ3|EXT1|ECE1|PLXNA3|MAFB|NRP1|DAG1|ERBB3|ILK|KCNA2|RPL24|B4GALNT1|FBXO45|CHD7,intermediate,C5:GO:BP
GOBP_NERVE_GROWTH_FACTOR_SIGNALING_PATHWAY,0.15304878048780488,0.6673701741666748,0.05057481533863819,0.5085825233148276,1.3141929489359445,10,KIDINS220|MAGI2|RAP1A|RAPGEF2|SHOC2,intermediate,C5:GO:BP
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION,0.7955271565495208,0.9376011738948697,0.018687131568121306,0.203590769391455,0.8232502359272791,57,SHH|SEMA6A|BMPR1A|SMAD4|KBTBD8|CDH2|EDNRA,intermediate,C5:GO:BP
GOBP_NEURAL_CREST_FORMATION,0.38714315054425963,0.7907775817799179,0.02993895406342008,0.39749773295581464,1.0539543708006398,11,KBTBD8|EDNRA,intermediate,C5:GO:BP
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,0.04157218442932729,0.4756064652030143,0.09630252295665434,-0.3687899777675037,-1.4294910390806697,51,CKB|SEC16A|SIRT2|GNB4|PLP1|SYNGR3|CALM3|CDC42|MBP|YWHAH|ARX|HSPA5|RHOA|SEC24B|DYNLL1|YWHAE|SUDS3|LDHA|FGF9|NDUFS3|SCRIB|CNP|KCNC1|YWHAQ|COX6B1,intermediate,C5:GO:BP
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,0.8358595194085028,0.9515325494008777,0.015880825109464227,-0.1872592348309498,-0.831496404426565,105,IGF1|EML1|ARHGEF2|SIRT2|DBN1|KCTD13|ITGB1|VEGFC|PAFAH1B1|EGF|NDUFS2|TRIM3|ADGRG1|WDR47|SPINT2|LNX2|AKNA|ARX|KDM1A,intermediate,C5:GO:BP
GOBP_NEURAL_RETINA_DEVELOPMENT,0.17310956062606073,0.6841017828426906,0.045391577786754594,-0.3161090504810459,-1.2101390762019126,48,SDK2|PROM1|THY1|AHI1|PTPRM|PSEN1|DLX2|SDK1|DSCAM|TTC8,intermediate,C5:GO:BP
GOBP_NEURAL_TUBE_DEVELOPMENT,0.2539613631430432,0.7328696863818732,0.039643181079781306,0.23984768337836082,1.102241365733071,113,WDR19|TRAF6|OPA1|SHH|TCTN1|INTU|TMEM107|IFT140|BMI1|TULP3|MIB1|TTBK2|FZD3|PRKACB|NCKAP1|TRIM71|TBC1D32|MKS1|IFT57|APAF1|WDPCP|FKBP8|ARHGAP35|RALA|BBS4|STK3|GLI3|OVOL2|MED12|ARL13B,intermediate,C5:GO:BP
GOBP_NEURAL_TUBE_FORMATION,0.5705627705627706,0.8605518510885778,0.02411673680034425,0.22149494956692922,0.9453524948786552,75,TRAF6|OPA1|TCTN1|TULP3|MIB1|FZD3|PRKACB|NCKAP1|TRIM71|MKS1|IFT57|APAF1|ARHGAP35|RALA|BBS4|STK3|OVOL2|MED12|CLUAP1|HIF1A|CITED2|KDM2B|COBL|LIAS,intermediate,C5:GO:BP
GOBP_NEURAL_TUBE_PATTERNING,0.012167457207671685,0.29573808254571066,0.18806904097584987,0.5272370314042217,1.6787899667676842,21,WDR19|SHH|TCTN1|TMEM107|IFT140|BMI1|TULP3,intermediate,C5:GO:BP
GOBP_NEUROBLAST_DIVISION,0.559906487434249,0.8583595844506571,0.022720163771166205,-0.35184736380242915,-0.9176333723938644,11,ARHGEF2|AKNA|SOX5|NUMB|FGFR2,intermediate,C5:GO:BP
GOBP_NEUROBLAST_PROLIFERATION,0.7430725730442979,0.9198120872789589,0.017886830472402734,-0.22113080678329336,-0.8425723259137189,47,EML1|ARHGEF2|ITGB1|VEGFC|PAFAH1B1,intermediate,C5:GO:BP
GOBP_NEUROEPITHELIAL_CELL_DIFFERENTIATION,0.8830840939988347,0.9694809356479451,0.015800930014402716,-0.22615825255005192,-0.6991827727621983,20,FAM20C|SOX4|B9D1|RPTOR,intermediate,C5:GO:BP
GOBP_NEUROINFLAMMATORY_RESPONSE,0.8535115797401619,0.9562377514582449,0.015845612346628735,-0.21109419904347854,-0.7582411154701572,36,IGF1|POMT2|ITGB1|PSEN1,intermediate,C5:GO:BP
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT,0.6783570892723181,0.899747090186806,0.019167518197929993,-0.2388924088271891,-0.8689903461267413,38,FARP1|AFG3L2|CNTNAP1,intermediate,C5:GO:BP
GOBP_NEUROMUSCULAR_PROCESS,0.09759704251386321,0.5954118605881278,0.06113587746534693,-0.28067761181091944,-1.246306625328802,105,ABCC8|CNTNAP1|MYH14|PENK|MTOR|SLC8A3|HERC1|ADCY5|EI24|TNR|PAFAH1B1|TUBA1A|NPAS1|SHANK1|FKRP|BACE1|SHANK3|GAA|ELP6|TMEM150C|BCR|EEF2|UCN|DMPK|CAMTA1|DVL1,intermediate,C5:GO:BP
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE,0.0442093330814283,0.48223013482995497,0.09330404959216085,-0.41140461754190666,-1.4553675719129526,34,CNTNAP1|HERC1|ADCY5|EI24|TNR|PAFAH1B1|SHANK1|SHANK3|GAA|ELP6|BCR,intermediate,C5:GO:BP
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE,0.11432506887052342,0.615177751541388,0.058114962811071286,-0.5496539156977873,-1.3863961262941427,10,CNTNAP1|GAA|TMEM150C|PNKD,intermediate,C5:GO:BP
GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION,0.7369402985074627,0.9178463869403811,0.019427618696864477,0.26789421648320166,0.8150685558681462,18,FCHSD2|NLGN1|LARGE1|NRXN1,intermediate,C5:GO:BP
GOBP_NEURONAL_ACTION_POTENTIAL,0.6449716565190007,0.8888030015860764,0.021668243132077245,0.26584795115339577,0.8818492159794747,25,ANK3|GRIA1|GRIK2|CACNA1I|FMR1|SCN9A|KCNMB3|HCN1|GPRIN3|KCND2,intermediate,C5:GO:BP
GOBP_NEURONAL_ION_CHANNEL_CLUSTERING,0.27056277056277056,0.7419664538701053,0.036140655525385396,-0.46451766890296997,-1.17165634296391,10,PICK1|CNTN2|MTCH1,intermediate,C5:GO:BP
GOBP_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE,0.16198926950061907,0.6823292378395842,0.04944682482267162,0.4638005396059521,1.289827296563482,13,FUT10|CDH2|DLL1|MCPH1|FOXO3,intermediate,C5:GO:BP
GOBP_NEURON_APOPTOTIC_PROCESS,0.8033121597096189,0.9391317026544658,0.019487119096015783,0.17643848666767856,0.88002011408280445,199,ARMCX5-GPRASP2|ROCK1|ATM|SNCA|BTG2|XRCC2|CLU|EPHA7|PRNP|ADCY10|IL6ST|GRID2|GBE1|ELK1|MAP2K4|SLC1A1|GRIK2|ATF2|MSH2|TRPC5|CEBPB|SOD2|JUN|ATN1|RB1|SLC25A27|LONRF2|FOXO3|ITGA1|APAF1|ZNF212|IL27RA,intermediate,C5:GO:BP
GOBP_NEURON_CELLULAR_HOMEOSTASIS,0.64533132530120485,0.8888030015860764,0.019978218746818144,-0.23652871592312344,-0.8983760964394348,46,ATP2A2|ATP6V0D1|PSEN1|ATP6V0A1|NPY|TMEM175|ATP6V1F|ATP6V1A|PRKAA1|ATP6AP1|TAOK1|TSPOAP1,intermediate,C5:GO:BP
GOBP_NEURON_CELL_CELL_ADHESION,0.3864853728883395,0.7907775817799179,0.030027337554922488,0.36189454413052674,1.0473011159251266,15,NRXN3|NLGN1|NRXN1|CNTN4|NLGN4Y|ASTN1|NRXN2|NLGN2,intermediate,C5:GO:BP
GOBP_NEURON_FATE_COMMITMENT,0.5625132668223307,0.8584930790175392,0.02403006402197021,0.274249259488446,0.9284245737578499,27,SHH|RBPJ|SMAD4|DLL1|FKBP8|GLI3|CTNNB1|ID2|NFIA|MYT1L,intermediate,C5:GO:BP
GOBP_NEURON_FATE_SPECIFICATION,0.31479192418623814,0.7599913218233306,0.03397751919483612,0.4132750661772146,1.125078747987147,12,SMAD4|DLL1|FKBP8|GLI3|NFIA|MYT1L,intermediate,C5:GO:BP
GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,0.8937451437451438,0.9708697270908577,0.015629966343039835,-0.2373335713949647,-0.675194103829841,15,PINK1|PARK7|ATF4|MCL1|MAP3K5,intermediate,C5:GO:BP
GOBP_NEURON_MATURATION,0.5887728459530026,0.8687618019962234,0.0212429967614332,-0.2505129439355435,-0.9184738451831331,39,PICK1|ANKS1A|KCNQ3|CNTN2|MTCH1|MAP3K13|FBXO41|KDM1A,intermediate,C5:GO:BP
GOBP_NEURON_MIGRATION,0.24404107077374404,0.7270311769332619,0.03682695230868218,-0.23680467901996397,-1.1047335777859784,142,DAB2IP|ARHGEF2|CELSR2|NSMF|TUBB2B|NTNG1|PSEN1|PAFAH1B1|TUBA1A|CAMK2A|FKRP|TUBB2A|DCC|TRIM46|CNTN2|CDK5|TOP2B|KIAA0319L|UNK|PLXNA3|GAS6|ADGRG1|MARK2|CAMK2B|ADAM17|NRP1|BAX,intermediate,C5:GO:BP
GOBP_NEURON_PROJECTION_ARBORIZATION,0.31483578708946774,0.7599913218233306,0.03225012807644861,-0.3232287794039813,-1.1015865490917336,29,SULT4A1|ATG16L1|CC2D1A|NTNG1|TUBA1A|MAP3K13|NRP1|DVL1,intermediate,C5:GO:BP
GOBP_NEURON_PROJECTION_EXTENSION,0.07748671917933687,0.5595201325494493,0.06868906989776993,-0.2717596671169431,-1.2557700454356298,133,PPP3CB|ATG16L1|FLRT1|ULK1|ITGB1|TNR|PAFAH1B1|CDH1|SPAG9|STK11|PAK1|MUL1|TRIM46|SMURF1|SEMA6C|UNC13A|CDH4|CDK5|SYT3|CLSTN3|PLXNA3|SLC23A2|HDAC6|MAP3K13|NLGN3|DSCAM|CYFIP1|DCLK1|PTPRS|NRP1,intermediate,C5:GO:BP
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,0.4262485481997677,0.808441371894789,0.027153373433666566,-0.34388443590363993,-1.0172293438416458,17,PLXNA3|HDAC6|DSCAM|NRP1|MEGF8,intermediate,C5:GO:BP
GOBP_NEURON_PROJECTION_GUIDANCE,0.36550976138828634,0.7826623580791064,0.028661639950348507,-0.2178390349940614,-1.0369672836707051,164,EPHB6|SEMA4G|NFASC|TUBB2B|EVL|KLF7|PTPRM|TNR|NOTCH2|SCN1B|DCC|SEMA6C|EXT1|CNTN2|PRKCQ|CDH4|YTHDF1|CDK5|GAP43|ECE1|PLXNA3|HDAC6|DSCAM|SEMA6B|EPHA10|CYFIP1|ADAM17|PTPRJ|NRP1|TTC8|KIF5C|DVL1|MEGF8|ARX|DAG1,intermediate,C5:GO:BP
GOBP_NEURON_PROJECTION_MAINTENANCE,0.1468891635764318,0.663008481146319,0.052087355964135995,0.48267122942895524,1.3139992874926696,12,PRNP|ADCY10|NMNAT3|NMNAT2|ABCD2,intermediate,C5:GO:BP
GOBP_NEURON_PROJECTION_ORGANIZATION,0.2913606911447084,0.754256758937189,0.03654234810214666,0.24980775735113164,1.0860580016415955,82,ARMCX5-GPRASP2|TANC2|PTEN|PRNP|ABI2|ADCY10|APOE|NMNAT3|PPFIA2|ZMYND8|PTPRD|DOCK10|IL1RAPL1|NMNAT2|NLGN1|EPHB1|ZDHHC15|MTMR2|IGF1R|PLS1|STAU2|ABCD2,intermediate,C5:GO:BP
GOBP_NEURON_PROJECTION_REGENERATION,0.8674033149171271,0.9625347323003178,0.017373125212004428,0.2013068586467737,0.7588310036997786,42,INPP5F|DHFR|NREP|KIAA0319|LRIG2|JUN|SPP1|MATN2|PUM2|CTNNA1|EPHA4,intermediate,C5:GO:BP
GOBP_NEURON_RECOGNITION,0.6646773591943305,0.8943985020661156,0.019389519766728612,-0.2390397130578396,-0.8764087034967621,39,NTM|EXT1|CNTN2|GAP43|DSCAM|NRP1|MEGF8,intermediate,C5:GO:BP
GOBP_NEURON_REMODELING,0.7024087024087025,0.9090244026952888,0.01917167012121181,-0.3055926195750347,-0.8161634186285216,12,ANKS1A|KCNQ3,intermediate,C5:GO:BP
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY,0.02838758516275549,0.4219531326600647,0.11710688340940353,-0.4318080642414343,-1.503552994743652,32,SORCS2|NMU|PENK|OPRM1|PNOC|SORCS3|SORL1|NPY|UCN|SCG5|TAC1|RELA|QRFPR|TAC3,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING,0.5882231404958678,0.8687618019962234,0.022870863012466183,0.3075048051919488,0.907997641473955,16,APOE|NLGN1|SHISA7|NRXN1|GPHN|RELN,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION,0.3039954768186958,0.7580356848719576,0.03290357014242998,-0.3277360022365824,-1.1075449821166392,28,LPAR1|RABEP1|VAC14|AP2A1|MDM2|AP2A2|CALY|AP3M1|RNF220|SCRIB|NUMB|AP2M1|HIP1|NCDN,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,0.9608010225820196,0.9914321349648811,0.01591934543450238,0.18154030402199778,0.6309650040055196,30,TRAF6|RAP1A|OGT|GPHN|EPB41L3|LGI1|DLG1|GPC6|DLG4|ADAM10|CACNG3,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT,0.19149349388230724,0.699585719560047,0.043633315309676624,-0.3991690783224489,-1.2340568599001445,20,GRIP2|STX3|CPLX1|ARHGAP44|AP3D1|CLSTN1|RAB7A|NSG1,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE,0.4722384570426651,0.8277280141629377,0.025508845855238983,-0.37882702041213245,-0.9879975013537516,11,GRIP2|ARHGAP44,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE,0.2136768694304533,0.7098046336384218,0.04098458735047401,-0.41848670485992207,-1.212376040538481,16,GRIP2|STX3|CPLX1|ARHGAP44,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_REUPTAKE,0.6322843822843823,0.8851431658973499,0.02077039280567467,-0.3072940527462636,-0.874225805210528,15,SLC1A2|ITGB1|PARK7|GPM6B,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_SECRETION,0.4034501947690595,0.7993412228036829,0.027368682586879602,-0.2242005462234333,-1.0226313957424815,124,ABCC8|SLC4A8|GRM4|STX2|STX1A|ATP2A2|DYSF|BRSK1|RPH3A|PTPRN2|SYT12|PSEN1|CAMK2A|CPLX1|UNC13A|SYNGR3|CDK5|CALM3|NPY|SLC32A1|PIP5K1C|GRIK5|DOC2A|DVL1,intermediate,C5:GO:BP
GOBP_NEUROTRANSMITTER_TRANSPORT,0.1464968152866242,0.6617012533388125,0.048775317889338685,-0.2460864497006377,-1.1661485492544441,160,ABCC8|SLC4A8|GRM4|STX2|SLC1A2|STX1A|ATP2A2|DYSF|BRSK1|RPH3A|PTPRN2|ITGB1|SYT12|PSEN1|STX3|CAMK2A|CPLX1|FLOT1|ICA1|UNC13A|SYNGR3|CDK5|SLC17A5|CALM3|SLC29A1|NPY|SLC32A1|PARK7|PIP5K1C|GRIK5|GPM6B|DOC2A|DVL1|SLC29A2|SLC1A6|SYT11,intermediate,C5:GO:BP
